,T0,T1,T2,B_1
T0,-0.83,-0.32,0.0,-0.0
T1,-0.67,-1.91,0.0,0.0
T2,0.06,0.8,-2.16,-0.0
B_1,-0.27,0.47,-0.21,-0.08
