,T0,T1,T2,A_0
T0,-0.86,-0.08,0.05,0.06
T1,-1.04,-1.83,-0.0,-0.63
T2,0.01,0.85,-2.13,-0.47
A_0,0.0,-0.0,-0.62,-2.4
