,T0,T1,T2,C_2
T0,-0.78,-0.0,0.1,-0.94
T1,-1.06,-1.88,0.0,0.2
T2,0.0,0.83,-2.15,-0.0
C_2,-0.0,-0.0,-0.36,-1.68
