,T0,T1,T2,C_2
T0,-0.75,-0.75,0.24,-1.13
T1,-0.33,-1.94,0.0,0.17
T2,-0.0,0.47,-2.14,0.1
C_2,-0.0,0.0,-0.5,-1.7
