,T0,T1,T2,B_1
T0,-0.82,-0.96,0.15,-0.0
T1,-0.26,-1.93,0.0,-0.0
T2,0.0,0.49,-2.13,0.0
B_1,-0.01,0.15,-0.11,-0.1
