,T0,T1,T2,B_2
T0,-0.83,-0.85,0.17,-0.0
T1,-0.33,-1.92,0.0,0.0
T2,0.0,0.52,-2.11,-0.15
B_2,-0.01,0.63,-0.09,-1.72
