,T0,T1,T2,A_0
T0,-0.85,-0.86,0.18,0.25
T1,-0.31,-1.91,0.0,-0.16
T2,0.0,0.5,-2.09,-0.59
A_0,0.0,-1.15,-0.44,-2.37
