,T0,T1,T2,A_1
T0,-0.83,-0.75,0.16,-0.05
T1,-0.39,-1.88,0.0,-0.26
T2,0.0,0.51,-2.09,-0.48
A_1,-0.24,-0.52,-0.53,-2.1
