,T0,T1,T2,C_3
T0,-0.84,-0.55,-0.41,0.09
T1,-0.55,-1.87,0.01,0.0
T2,0.41,0.53,-2.2,-0.17
C_3,-1.13,0.3,0.18,-0.26
