,T0,T1,T2,A_1
T0,-0.85,-0.51,0.08,0.0
T1,-0.67,-1.93,0.0,-0.04
T2,0.0,0.05,-2.07,-0.08
A_1,0.0,-0.13,-0.33,-2.08
