,T0,T1,T2,E_1
T0,-0.84,-0.65,0.01,-0.0
T1,-0.53,-1.96,0.0,0.0
T2,0.09,0.0,-2.1,-0.01
E_1,-0.0,0.0,-0.05,-2.35
