,T0,T1,T2,C_1
T0,-0.84,-0.66,0.01,-0.04
T1,-0.51,-1.96,0.0,-0.01
T2,0.12,0.03,-2.09,-0.13
C_1,-0.42,-0.02,-0.32,-1.61
