,T0,T1,T2,E_3
T0,-0.83,-0.54,0.0,-0.18
T1,-0.57,-1.91,0.0,-0.43
T2,0.1,0.05,-2.1,0.0
E_3,-0.01,-0.44,0.0,-1.87
