,T0,T1,T2,B_2
T0,-0.83,-0.7,0.1,-0.12
T1,-0.48,-1.97,0.02,0.0
T2,0.01,0.0,-2.07,-0.0
B_2,-0.0,0.65,-0.79,-1.59
