,T0,T1,T2,B_1
T0,-0.83,-0.26,0.01,-0.0
T1,-0.45,-1.87,-0.0,0.0
T2,0.01,-0.0,-2.12,-0.12
B_1,-0.0,0.45,-0.39,0.16
