,T0,T1,T2,E_2
T0,-0.85,-0.1,0.0,0.1
T1,-0.61,-1.82,-0.0,-0.33
T2,0.0,-0.0,-2.21,0.39
E_2,0.0,-0.12,0.0,-2.23
