,T0,T1,T2,A_1
T0,-0.83,-0.31,0.01,0.0
T1,-0.42,-1.88,-0.0,-0.0
T2,0.0,-0.0,-2.14,-0.45
A_1,0.0,-0.0,-0.48,-2.17
