,T0,T1,T2,A_0
T0,-0.87,-0.36,0.0,0.75
T1,-0.4,-1.89,-0.0,-0.0
T2,0.0,-0.0,-2.16,-0.23
A_0,0.0,-0.0,-0.01,-2.53
