,T0,T1,T2,C_0
T0,-0.82,-0.45,0.0,-0.0
T1,-0.28,-1.91,-0.0,0.0
T2,0.0,-0.0,-2.18,-0.0
C_0,-0.0,0.53,-0.0,-1.78
