,T0,T1,T2,B_0
T0,-0.86,-1.45,0.11,-0.01
T1,-0.09,-2.0,-0.56,-0.01
T2,-0.06,-0.0,-2.11,-0.0
B_0,-0.04,0.27,-0.57,-1.62
