,T0,T1,T2,A_0
T0,-0.87,-1.54,0.05,0.33
T1,-0.05,-1.99,-0.52,-0.45
T2,0.04,0.0,-2.08,-1.13
A_0,-0.61,0.0,-0.14,-2.31
