,T0,T1,T2,C_3
T0,-0.8,-1.29,0.13,-0.21
T1,-0.13,-1.99,-0.56,0.0
T2,-0.03,0.0,-2.11,-0.01
C_3,-0.73,0.12,-0.05,-0.25
