,T0,T1,T2,C_1
T0,-0.82,-1.09,0.31,-0.84
T1,-0.22,-1.97,-0.56,0.0
T2,-0.23,-0.0,-2.1,0.22
C_1,0.05,0.04,-0.27,-1.82
