,T0,T1,T2,E_3
T0,-0.9,-1.21,0.01,0.38
T1,-0.13,-1.93,-0.53,-0.62
T2,-0.03,0.01,-2.15,0.24
E_3,0.0,-0.0,0.0,-1.84
