,T0,T1,T2,E_1
T0,-0.92,-0.59,0.0,0.7
T1,-0.21,-1.89,0.0,-0.08
T2,-0.0,0.55,-2.21,0.68
E_1,-0.73,-0.26,-0.72,-2.32
