,T0,T1,T2,C_0
T0,-0.85,-0.4,-0.48,0.0
T1,-0.37,-1.94,0.48,0.15
T2,0.45,0.14,-2.2,-0.26
C_0,-0.95,0.05,0.24,-1.6
