,T0,T1,T2,E_0
T0,-0.93,-0.01,-0.0,0.23
T1,-0.95,-1.83,0.69,-0.31
T2,0.0,0.05,-2.12,0.51
E_0,-0.02,0.0,0.01,-2.59
