,T0,T1,T2,A_1
T0,-0.89,-0.97,0.18,0.31
T1,0.01,-1.96,0.41,-0.6
T2,0.0,0.19,-2.07,-0.31
A_1,-0.44,0.13,-1.19,-2.05
