,T0,T1,T2,C_3
T0,-0.87,-0.3,-0.44,0.01
T1,-0.47,-1.98,0.4,0.23
T2,0.4,0.21,-2.21,-0.04
C_3,-1.22,0.0,0.01,-0.19
