,T0,T1,T2,C_1
T0,-0.86,-0.83,-0.01,0.0
T1,-0.04,-1.95,0.0,0.07
T2,0.14,0.55,-2.16,-0.22
C_1,-0.86,0.21,0.12,-1.74
