,T0,T1,T2,A_0
T0,-0.91,-0.2,-0.13,0.29
T1,-0.64,-1.88,0.66,-0.16
T2,0.25,0.01,-2.09,-1.35
A_0,-0.51,-0.42,-0.07,-2.31
