,T0,T1,T2,B_1
T0,-0.86,-0.73,0.12,-0.03
T1,-0.19,-2.07,0.05,0.34
T2,0.01,0.48,-2.14,0.0
B_1,-0.05,0.06,-0.21,-0.03
