,T0,T1,T2,C_2
T0,-0.82,-0.84,0.0,-0.52
T1,-0.4,-2.02,0.01,-0.08
T2,0.26,0.02,-2.15,0.12
C_2,-0.42,-0.01,0.0,-1.83
