,T0,T1,T2,A_1
T0,-0.88,-0.96,0.27,0.01
T1,-0.36,-2.02,0.0,-0.2
T2,0.0,0.08,-2.03,-0.47
A_1,0.0,-0.13,-0.51,-2.1
