,T0,T1,T2,B_1
T0,-0.85,-0.75,0.0,-0.07
T1,-0.55,-2.1,0.01,0.21
T2,0.23,0.0,-2.13,-0.0
B_1,-0.0,0.0,-0.12,-0.04
