,T0,T1,T2,E_1
T0,-0.9,-0.87,0.15,0.45
T1,-0.42,-2.01,0.0,-0.24
T2,0.01,0.05,-2.12,0.58
E_1,-0.0,-0.08,0.0,-2.46
