,T0,T1,T2,E_0
T0,-0.88,-0.81,0.1,0.66
T1,-0.36,-1.95,-0.0,0.16
T2,-0.04,0.56,-2.18,0.73
E_0,-0.75,-0.54,-0.56,-2.33
