,T0,T1,T2,C_0
T0,-0.83,-0.71,0.02,-0.02
T1,-0.4,-1.96,-0.0,0.23
T2,0.13,0.58,-2.16,-0.05
C_0,-0.78,-0.0,0.02,-1.59
