,T0,T1,T2,A_0
T0,-0.81,-1.1,-0.0,0.05
T1,-0.11,-1.96,-0.0,-0.71
T2,0.22,0.58,-2.13,-1.1
A_0,-0.13,-0.01,-0.31,-2.41
