,T0,T1,T2,B_2
T0,-0.83,-0.89,0.17,-0.0
T1,-0.36,-2.04,0.02,0.56
T2,0.03,0.57,-2.1,-0.19
B_2,-0.05,-0.07,-0.03,-1.59
