,T0,T1,T2,A_1
T0,-0.83,-0.99,0.22,0.0
T1,-0.21,-1.96,0.23,-0.54
T2,0.0,0.43,-2.06,-0.54
A_1,-0.08,-0.14,-0.79,-2.15
