,T0,T1,T2,B_0
T0,-0.81,-0.92,0.12,-0.2
T1,-0.29,-2.02,0.05,0.4
T2,0.07,0.52,-2.14,-0.0
B_0,0.15,0.09,-0.31,-1.72
