,T0,T1,T2,B_1
T0,-0.82,-0.4,-0.01,0.0
T1,-0.8,-1.72,0.0,-0.0
T2,-0.16,0.58,-1.9,-0.42
B_1,0.02,0.42,-0.01,-0.06
