,T0,T1,T2,B_0
T0,-0.78,-0.65,-0.26,-0.0
T1,-0.53,-1.82,0.0,0.35
T2,-0.0,0.4,-2.09,-0.01
B_0,-0.1,0.0,-0.63,-1.57
