,T0,T1,T2,C_3
T0,-0.62,-0.49,-0.0,-0.67
T1,-0.5,-1.77,0.0,0.0
T2,-0.13,0.41,-2.06,-0.0
C_3,-0.0,0.06,-0.13,-0.35
