,T0,T1,T2,E_2
T0,-0.77,-0.53,-0.28,-0.15
T1,-0.58,-1.75,0.0,-0.11
T2,-0.0,0.42,-2.1,0.0
E_2,-0.01,-0.23,0.0,-2.02
