,T0,T1,T2,E_1
T0,-0.83,-0.31,-0.06,0.2
T1,-0.92,-1.7,0.0,-0.09
T2,-0.22,0.47,-2.03,-0.31
E_1,0.0,-0.61,-0.01,-2.45
