,T0,T1,T2,B_2
T0,-0.78,-0.67,-0.21,0.01
T1,-0.49,-1.77,0.01,0.0
T2,-0.0,0.46,-2.02,-0.66
B_2,0.0,0.04,-0.33,-1.58
