,T0,T1,T2,C_1
T0,-0.75,-0.58,-0.25,-0.42
T1,-0.51,-1.77,0.0,0.0
T2,-0.01,0.41,-2.1,0.08
C_1,-0.25,0.15,0.0,-1.81
