,T0,T1,T2,A_1
T0,-0.72,-0.2,0.0,0.08
T1,-0.36,-1.94,0.0,-0.01
T2,0.27,0.06,-2.12,-0.94
A_1,0.0,-0.21,-0.44,-2.19
