,T0,T1,T2,A_0
T0,-0.73,-0.29,0.26,0.06
T1,-0.29,-1.96,0.01,-0.1
T2,0.0,0.05,-2.05,-0.81
A_0,0.0,-0.02,-0.87,-2.3
