,T0,T1,T2,B_1
T0,-0.85,0.35,0.51,-0.82
T1,-1.21,-1.97,0.0,0.29
T2,-0.67,0.06,-1.95,-0.0
B_1,0.25,-0.0,-0.08,-0.07
