,T0,T1,T2,C_1
T0,-0.99,-0.0,0.11,-0.69
T1,-0.72,-1.91,-0.0,0.1
T2,-0.23,0.05,-2.03,-0.0
C_1,-0.0,0.0,-0.21,-1.82
