,T0,T1,T2,C_2
T0,-0.93,-0.36,-0.02,-0.75
T1,-0.23,-1.98,-0.0,0.0
T2,-0.0,-0.02,-2.07,0.0
C_2,-0.35,0.16,0.01,-1.49
