,T0,T1,T2,A_0
T0,-1.08,0.26,-0.18,0.26
T1,-1.41,-1.75,-0.6,-0.55
T2,0.01,0.46,-2.08,-1.26
A_0,-1.11,-0.0,-0.0,-2.31
