,T0,T1,T2,B_2
T0,-1.01,-0.17,-0.0,-0.17
T1,-0.51,-1.92,0.0,0.0
T2,-0.11,0.02,-2.05,-0.0
B_2,-0.21,0.39,-0.0,-1.57
