,T0,T1,T2,E_2
T0,-1.09,-0.0,0.03,0.51
T1,-0.84,-1.87,-0.0,-0.09
T2,-0.26,0.08,-2.04,0.18
E_2,0.0,-0.27,0.0,-2.23
