,T0,T1,T2,C_0
T0,-1.0,0.0,0.39,-0.99
T1,-0.72,-1.89,0.01,-0.0
T2,-0.6,0.07,-1.97,0.01
C_0,-0.16,0.0,-0.29,-1.7
