,T0,T1,T2,A_1
T0,-0.77,-0.84,-0.31,0.1
T1,-0.2,-1.96,0.25,-0.8
T2,0.46,0.45,-2.13,-1.27
A_1,-0.2,-0.02,-0.23,-2.16
