,T0,T1,T2,B_1
T0,-0.8,-0.1,0.08,-0.11
T1,-1.07,-1.83,0.15,-0.01
T2,0.0,0.59,-2.14,0.12
B_1,-0.01,0.44,-0.37,-0.08
