,T0,T1,T2,C_3
T0,-0.71,-0.53,-0.41,-0.19
T1,-0.42,-1.98,-0.0,0.12
T2,0.48,0.65,-2.17,-0.2
C_3,-0.54,0.0,0.0,-0.27
