,T0,T1,T2,E_3
T0,-0.89,-0.3,-0.0,0.61
T1,-0.83,-1.87,-0.0,0.13
T2,-0.04,0.65,-2.2,0.73
E_3,-0.65,-0.48,-0.76,-1.67
