,T0,T1,T2,C_1
T0,-0.74,-1.08,-0.62,-0.0
T1,-0.08,-2.02,0.0,0.07
T2,0.56,0.59,-2.25,-0.19
C_1,-0.8,0.12,0.02,-1.74
