,T0,T1,T2,B_2
T0,-0.8,-0.6,-0.03,-0.01
T1,-0.49,-2.0,0.33,0.34
T2,0.2,0.4,-2.09,-0.11
B_2,-0.16,0.2,-0.07,-1.6
